id,name,host_id,host_is_superhost,neighbourhood_cleansed,property_type,amenities,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,amenities_list
1263168752232303312,Apartamento Completo no Leblon,499353982,False,Leblon,Entire rental unit,"[""Microwave"", ""Dedicated workspace"", ""Smart lock"", ""Clothing storage"", ""TV"", ""Hot water"", ""Kitchen"", ""Self check-in"", ""Stove"", ""Bed linens"", ""Room-darkening shades"", ""Toaster"", ""Elevator"", ""Dishes and silverware"", ""Iron"", ""Refrigerator"", ""Oven"", ""Free parking on premises"", ""Freezer"", ""Air conditioning"", ""Wifi"", ""Dining table"", ""Baking sheet"", ""Hangers"", ""Cooking basics""]",525.0,4.56,4.67,4.44,4.67,4.67,4.89,4.67,"['Microwave', 'Dedicated workspace', 'Smart lock', 'Clothing storage', 'TV', 'Hot water', 'Kitchen', 'Self check-in', 'Stove', 'Bed linens', 'Room-darkening shades', 'Toaster', 'Elevator', 'Dishes and silverware', 'Iron', 'Refrigerator', 'Oven', 'Free parking on premises', 'Freezer', 'Air conditioning', 'Wifi', 'Dining table', 'Baking sheet', 'Hangers', 'Cooking basics']"
1265368698430524785,praia d Leblon com elegância e conforto,242965430,True,Leblon,Entire rental unit,"[""Washer"", ""Paid parking lot off premises"", ""TV"", ""Room-darkening shades"", ""Dedicated workspace"", ""Air conditioning"", ""Essentials"", ""Wine glasses"", ""Shower gel"", ""Body soap"", ""Wifi"", ""Refrigerator"", ""Freezer"", ""Blender"", ""Exterior security cameras on property"", ""Bed linens"", ""Hot water"", ""Bidet"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Pets allowed"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Microwave"", ""Dining table"", ""Drying rack for clothing"", ""Clothing storage"", ""Laundromat nearby"", ""Hangers"", ""Elevator"", ""Toaster"", ""Single oven"", ""Housekeeping available 4 hours a day - available at extra cost"", ""Dishes and silverware"", ""Other gas stove""]",558.0,4.89,5.0,4.89,5.0,5.0,4.89,5.0,"['Washer', 'Paid parking lot off premises', 'TV', 'Room-darkening shades', 'Dedicated workspace', 'Air conditioning', 'Essentials', 'Wine glasses', 'Shower gel', 'Body soap', 'Wifi', 'Refrigerator', 'Freezer', 'Blender', 'Exterior security cameras on property', 'Bed linens', 'Hot water', 'Bidet', 'Kitchen', 'Coffee maker: drip coffee maker', 'Pets allowed', 'Long term stays allowed', 'Extra pillows and blankets', 'Microwave', 'Dining table', 'Drying rack for clothing', 'Clothing storage', 'Laundromat nearby', 'Hangers', 'Elevator', 'Toaster', 'Single oven', 'Housekeeping available 4 hours a day - available at extra cost', 'Dishes and silverware', 'Other gas stove']"
1263617206816635903,Leblon apartamento a 200m Praia,210818814,True,Leblon,Entire rental unit,"[""Microwave"", ""Extra pillows and blankets"", ""Smart lock"", ""TV"", ""Hot water"", ""Kitchen"", ""Blender"", ""Self check-in"", ""Lake access"", ""AC - split type ductless system"", ""Bed linens"", ""Beach access \u2013 Beachfront"", ""Window AC unit"", ""Room-darkening shades"", ""Toaster"", ""Other gas stove"", ""Elevator"", ""Body soap"", ""Dishes and silverware"", ""Smoking allowed"", ""Paid street parking off premises"", ""Outdoor playground"", ""Paid crib - available upon request"", ""Refrigerator"", ""Ceiling fan"", ""Laundromat nearby"", ""Window guards"", ""Long term stays allowed"", ""Wifi"", ""Beach essentials"", ""Mosquito net"", ""Hair dryer"", ""Dining table"", ""Coffee maker: drip coffee maker"", ""Hangers"", ""Cooking basics"", ""Pets allowed"", ""Clothing storage: closet"", ""Single oven"", ""Drying rack for clothing""]",378.0,4.96,4.96,4.96,5.0,5.0,5.0,4.96,"['Microwave', 'Extra pillows and blankets', 'Smart lock', 'TV', 'Hot water', 'Kitchen', 'Blender', 'Self check-in', 'Lake access', 'AC - split type ductless system', 'Bed linens', 'Beach access – Beachfront', 'Window AC unit', 'Room-darkening shades', 'Toaster', 'Other gas stove', 'Elevator', 'Body soap', 'Dishes and silverware', 'Smoking allowed', 'Paid street parking off premises', 'Outdoor playground', 'Paid crib - available upon request', 'Refrigerator', 'Ceiling fan', 'Laundromat nearby', 'Window guards', 'Long term stays allowed', 'Wifi', 'Beach essentials', 'Mosquito net', 'Hair dryer', 'Dining table', 'Coffee maker: drip coffee maker', 'Hangers', 'Cooking basics', 'Pets allowed', 'Clothing storage: closet', 'Single oven', 'Drying rack for clothing']"
1265865237000532291,Ótimo sala e quarto no Leblon,60473160,True,Leblon,Entire rental unit,"[""Coffee maker: drip coffee maker"", ""TV"", ""Ethernet connection"", ""Bed linens"", ""Clothing storage"", ""Shampoo"", ""Dining table"", ""Host greets you"", ""Laundromat nearby"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Wine glasses"", ""Refrigerator"", ""Exterior security cameras on property"", ""Essentials"", ""Ceiling fan"", ""Long term stays allowed"", ""Iron"", ""Window AC unit"", ""Drying rack for clothing"", ""Conditioner"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Microwave"", ""Portable fans"", ""Crib"", ""Cleaning products"", ""Extra pillows and blankets"", ""Free parking on premises""]",264.0,4.67,5.0,5.0,5.0,5.0,5.0,4.67,"['Coffee maker: drip coffee maker', 'TV', 'Ethernet connection', 'Bed linens', 'Clothing storage', 'Shampoo', 'Dining table', 'Host greets you', 'Laundromat nearby', 'Hot water', 'Hair dryer', 'Hangers', 'Wine glasses', 'Refrigerator', 'Exterior security cameras on property', 'Essentials', 'Ceiling fan', 'Long term stays allowed', 'Iron', 'Window AC unit', 'Drying rack for clothing', 'Conditioner', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Microwave', 'Portable fans', 'Crib', 'Cleaning products', 'Extra pillows and blankets', 'Free parking on premises']"
1263716223311162533,Estúdio moderno no Leblon,533071336,True,Leblon,Entire rental unit,"[""Mini fridge"", ""Dedicated workspace"", ""TV with standard cable"", ""Bed linens"", ""Clothing storage"", ""Dining table"", ""Bidet"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Room-darkening shades"", ""Backyard"", ""Essentials"", ""Ceiling fan"", ""Kitchen"", ""Stove"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Toaster"", ""Free street parking"", ""Microwave"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Air conditioning""]",414.0,4.8,4.93,4.93,4.73,4.73,5.0,4.6,"['Mini fridge', 'Dedicated workspace', 'TV with standard cable', 'Bed linens', 'Clothing storage', 'Dining table', 'Bidet', 'Hot water', 'Hangers', 'Coffee maker', 'Room-darkening shades', 'Backyard', 'Essentials', 'Ceiling fan', 'Kitchen', 'Stove', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Toaster', 'Free street parking', 'Microwave', 'Extra pillows and blankets', 'Beach access – Beachfront', 'Air conditioning']"
1266175345998041208,um charme no coração do Leblon,14854000,True,Leblon,Entire rental unit,"[""Oven"", ""Body soap"", ""Bed linens"", ""Clothing storage"", ""Dining table"", ""Host greets you"", ""Trash compactor"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Room-darkening shades"", ""Blender"", ""Refrigerator"", ""AC - split type ductless system"", ""Exterior security cameras on property"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Stove"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Shared beach access"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Microwave"", ""65 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Netflix, standard cable"", ""Cleaning products"", ""Extra pillows and blankets"", ""Elevator""]",540.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"['Oven', 'Body soap', 'Bed linens', 'Clothing storage', 'Dining table', 'Host greets you', 'Trash compactor', 'Hot water', 'Hangers', 'Coffee maker', 'Room-darkening shades', 'Blender', 'Refrigerator', 'AC - split type ductless system', 'Exterior security cameras on property', 'Freezer', 'Ceiling fan', 'Kitchen', 'Long term stays allowed', 'Drying rack for clothing', 'Stove', 'Conditioner', 'Free washer – In unit', 'Shared beach access', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Microwave', '65 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Netflix, standard cable', 'Cleaning products', 'Extra pillows and blankets', 'Elevator']"
1269751287839682769,Apartamento Leblon,316574375,False,Leblon,Entire rental unit,"[""Clothing storage: closet"", ""Mini fridge"", ""Oven"", ""Smoking allowed"", ""Body soap"", ""Bed linens"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Coffee maker"", ""Wine glasses"", ""Baking sheet"", ""Refrigerator"", ""Dishwasher"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Hot water kettle"", ""Iron"", ""Drying rack for clothing"", ""Stove"", ""Shared beach access"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Microwave"", ""Lake access"", ""Air conditioning""]",855.0,3.71,4.0,3.71,4.14,4.29,5.0,3.57,"['Clothing storage: closet', 'Mini fridge', 'Oven', 'Smoking allowed', 'Body soap', 'Bed linens', 'Laundromat nearby', 'Coffee', 'Hot water', 'Hair dryer', 'Hangers', 'Coffee maker', 'Wine glasses', 'Baking sheet', 'Refrigerator', 'Dishwasher', 'Freezer', 'Ceiling fan', 'Kitchen', 'Hot water kettle', 'Iron', 'Drying rack for clothing', 'Stove', 'Shared beach access', 'Free washer – In unit', 'Free dryer – In unit', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Microwave', 'Lake access', 'Air conditioning']"
1268163484317388917,Leblon - Quadra da Praia 2 Quartos Recém Reformado,3676628,True,Leblon,Entire rental unit,"[""Oven"", ""TV"", ""Body soap"", ""Bed linens"", ""Dining table"", ""Paid parking off premises"", ""Coffee maker: Nespresso"", ""Laundromat nearby"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""First aid kit"", ""Wine glasses"", ""Room-darkening shades"", ""Blender"", ""Other stove"", ""Refrigerator"", ""Essentials"", ""Kitchen"", ""Drying rack for clothing"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Toaster"", ""Clothing storage: wardrobe"", ""Microwave"", ""Portable fans"", ""Cleaning products"", ""Extra pillows and blankets"", ""Elevator"", ""Beach access \u2013 Beachfront"", ""Air conditioning""]",493.0,4.83,4.93,4.9,4.9,4.97,4.97,4.86,"['Oven', 'TV', 'Body soap', 'Bed linens', 'Dining table', 'Paid parking off premises', 'Coffee maker: Nespresso', 'Laundromat nearby', 'Hot water', 'Hair dryer', 'Hangers', 'First aid kit', 'Wine glasses', 'Room-darkening shades', 'Blender', 'Other stove', 'Refrigerator', 'Essentials', 'Kitchen', 'Drying rack for clothing', 'Free dryer – In unit', 'Free washer – In unit', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Toaster', 'Clothing storage: wardrobe', 'Microwave', 'Portable fans', 'Cleaning products', 'Extra pillows and blankets', 'Elevator', 'Beach access – Beachfront', 'Air conditioning']"
1270357942231358037,Hum233|Apartment 5 minutes from Leblon beach,1982737,False,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Smart lock"", ""Oven"", ""TV"", ""Bed linens"", ""Washer"", ""Hot water"", ""Hair dryer"", ""Coffee maker"", ""Refrigerator"", ""Essentials"", ""Kitchen"", ""Iron"", ""Stove"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Microwave"", ""Elevator"", ""Self check-in"", ""Air conditioning""]",382.0,4.71,4.71,4.71,4.86,4.86,4.86,4.57,"['Dedicated workspace', 'Smart lock', 'Oven', 'TV', 'Bed linens', 'Washer', 'Hot water', 'Hair dryer', 'Coffee maker', 'Refrigerator', 'Essentials', 'Kitchen', 'Iron', 'Stove', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Microwave', 'Elevator', 'Self check-in', 'Air conditioning']"
1271057764185665656,A joia do Leblon!,116452309,True,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Smart lock"", ""TV"", ""Crib - always at the listing"", ""Body soap"", ""Bed linens"", ""Shampoo"", ""Shower gel"", ""Bidet"", ""Coffee maker: espresso machine"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Other induction stove"", ""Hangers"", ""Wine glasses"", ""Room-darkening shades"", ""Baking sheet"", ""Refrigerator"", ""Housekeeping available 24 hours, every day - available at extra cost"", ""Exterior security cameras on property"", ""Heating - split type ductless system"", ""Kitchen"", ""Long term stays allowed"", ""Iron"", ""Shared beach access"", ""Conditioner"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Free street parking"", ""Clothing storage: wardrobe"", ""Microwave"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Self check-in"", ""Air conditioning""]",290.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"['Dedicated workspace', 'Smart lock', 'TV', 'Crib - always at the listing', 'Body soap', 'Bed linens', 'Shampoo', 'Shower gel', 'Bidet', 'Coffee maker: espresso machine', 'Laundromat nearby', 'Coffee', 'Hot water', 'Hair dryer', 'Other induction stove', 'Hangers', 'Wine glasses', 'Room-darkening shades', 'Baking sheet', 'Refrigerator', 'Housekeeping available 24 hours, every day - available at extra cost', 'Exterior security cameras on property', 'Heating - split type ductless system', 'Kitchen', 'Long term stays allowed', 'Iron', 'Shared beach access', 'Conditioner', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Free street parking', 'Clothing storage: wardrobe', 'Microwave', 'Pack ’n play/Travel crib - always at the listing', 'Self check-in', 'Air conditioning']"
1271688893762331934,Apartamento Leblon 4 pessoas,408071697,False,Leblon,Entire rental unit,"[""TV"", ""Hot water"", ""Hair dryer"", ""Kitchen"", ""Bed linens"", ""Clothing storage"", ""Extra pillows and blankets"", ""Air conditioning"", ""Wifi""]",1109.0,4.5,4.5,5.0,4.0,5.0,5.0,5.0,"['TV', 'Hot water', 'Hair dryer', 'Kitchen', 'Bed linens', 'Clothing storage', 'Extra pillows and blankets', 'Air conditioning', 'Wifi']"
1271917610811455267,"Studio novo no Leblon, localização incrível",1916948,True,Leblon,Entire rental unit,"[""Coffee maker: drip coffee maker"", ""Mini fridge"", ""Dedicated workspace"", ""Gym in building"", ""TV"", ""Hot water"", ""Kitchen"", ""Wine glasses"", ""Pool"", ""Air conditioning"", ""Wifi""]",411.0,4.94,4.94,5.0,4.59,4.88,4.82,4.82,"['Coffee maker: drip coffee maker', 'Mini fridge', 'Dedicated workspace', 'Gym in building', 'TV', 'Hot water', 'Kitchen', 'Wine glasses', 'Pool', 'Air conditioning', 'Wifi']"
1272479268533692048,CurtaLeblon:Studio lindo entre a praia e a Lagoa,23369184,True,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Oven"", ""TV"", ""Body soap"", ""Bed linens"", ""Clothing storage"", ""Dining table"", ""Washer"", ""Piano"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Fast wifi \u2013 304 Mbps"", ""Hangers"", ""Coffee maker"", ""Wine glasses"", ""Room-darkening shades"", ""Blender"", ""Refrigerator"", ""Freezer"", ""Kitchen"", ""Hot water kettle"", ""Iron"", ""Stove"", ""Dishes and silverware"", ""Cooking basics"", ""Microwave"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Air conditioning""]",345.0,4.5,4.67,4.83,5.0,5.0,4.33,4.33,"['Dedicated workspace', 'Oven', 'TV', 'Body soap', 'Bed linens', 'Clothing storage', 'Dining table', 'Washer', 'Piano', 'Coffee', 'Hot water', 'Hair dryer', 'Fast wifi – 304 Mbps', 'Hangers', 'Coffee maker', 'Wine glasses', 'Room-darkening shades', 'Blender', 'Refrigerator', 'Freezer', 'Kitchen', 'Hot water kettle', 'Iron', 'Stove', 'Dishes and silverware', 'Cooking basics', 'Microwave', 'Extra pillows and blankets', 'Beach access – Beachfront', 'Air conditioning']"
1272514877025336065,Amplo Apartamento central Leblon,13903917,False,Leblon,Entire rental unit,"[""TV"", ""Kitchen"", ""Beach access \u2013 Beachfront"", ""Free parking on premises"", ""BBQ grill"", ""Washer"", ""Pool"", ""Air conditioning"", ""Wifi""]",2640.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"['TV', 'Kitchen', 'Beach access – Beachfront', 'Free parking on premises', 'BBQ grill', 'Washer', 'Pool', 'Air conditioning', 'Wifi']"
1272631399209635079,Leblon localização perfeita,4744249,True,Leblon,Entire rental unit,"[""TV"", ""Body soap"", ""Bed linens"", ""Clothing storage"", ""Gym"", ""Washer"", ""Keypad"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Coffee maker"", ""Wine glasses"", ""Room-darkening shades"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Iron"", ""Stove"", ""Pool"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Toaster"", ""Microwave"", ""Exercise equipment"", ""Elevator"", ""Self check-in"", ""Air conditioning""]",509.0,5.0,4.94,5.0,5.0,5.0,4.94,4.94,"['TV', 'Body soap', 'Bed linens', 'Clothing storage', 'Gym', 'Washer', 'Keypad', 'Coffee', 'Hot water', 'Hair dryer', 'Hangers', 'Coffee maker', 'Wine glasses', 'Room-darkening shades', 'Refrigerator', 'Dishwasher', 'Kitchen', 'Iron', 'Stove', 'Pool', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Toaster', 'Microwave', 'Exercise equipment', 'Elevator', 'Self check-in', 'Air conditioning']"
1272647388218755713,3 Bedrooms 300m from Leblon Beach | ADP 1174/202,6000862,False,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Oven"", ""TV with standard cable"", ""Bed linens"", ""Shampoo"", ""Dining table"", ""Washer"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Coffee maker"", ""Room-darkening shades"", ""Blender"", ""Refrigerator"", ""Essentials"", ""Ceiling fan"", ""Kitchen"", ""Long term stays allowed"", ""Iron"", ""Stove"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Microwave"", ""Elevator"", ""Air conditioning""]",387.0,4.27,4.36,4.73,4.82,4.73,4.64,4.18,"['Dedicated workspace', 'Oven', 'TV with standard cable', 'Bed linens', 'Shampoo', 'Dining table', 'Washer', 'Hot water', 'Hair dryer', 'Hangers', 'Coffee maker', 'Room-darkening shades', 'Blender', 'Refrigerator', 'Essentials', 'Ceiling fan', 'Kitchen', 'Long term stays allowed', 'Iron', 'Stove', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Microwave', 'Elevator', 'Air conditioning']"
1274708432370925501,Ap. Completo no Leblon,99119778,False,Leblon,Entire rental unit,"[""Coffee maker: drip coffee maker"", ""TV"", ""Dining table"", ""Bathtub"", ""Other gas stove"", ""Washer"", ""Keypad"", ""Hot water"", ""Hair dryer"", ""Hangers"", ""Room-darkening shades"", ""Blender"", ""Refrigerator"", ""Exterior security cameras on property"", ""Freezer"", ""Kitchen"", ""Iron"", ""Single oven"", ""Drying rack for clothing"", ""Clothing storage: wardrobe and dresser"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Microwave"", ""Cleaning products"", ""Extra pillows and blankets"", ""Elevator"", ""Self check-in"", ""Air conditioning""]",711.0,5.0,5.0,5.0,5.0,5.0,5.0,4.91,"['Coffee maker: drip coffee maker', 'TV', 'Dining table', 'Bathtub', 'Other gas stove', 'Washer', 'Keypad', 'Hot water', 'Hair dryer', 'Hangers', 'Room-darkening shades', 'Blender', 'Refrigerator', 'Exterior security cameras on property', 'Freezer', 'Kitchen', 'Iron', 'Single oven', 'Drying rack for clothing', 'Clothing storage: wardrobe and dresser', 'Free dryer – In unit', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Microwave', 'Cleaning products', 'Extra pillows and blankets', 'Elevator', 'Self check-in', 'Air conditioning']"
1274742990464221665,"Leblon, poucos metros da praia, vista Cristo, 4 p.",13753183,False,Leblon,Entire rental unit,"[""Microwave"", ""Extra pillows and blankets"", ""Washer"", ""Clothing storage"", ""TV"", ""Hot water"", ""Kitchen"", ""Blender"", ""Stove"", ""Bed linens"", ""Beach access \u2013 Beachfront"", ""Room-darkening shades"", ""Toaster"", ""Host greets you"", ""Body soap"", ""Fast wifi \u2013 310 Mbps"", ""Coffee maker"", ""Dishes and silverware"", ""Wine glasses"", ""Refrigerator"", ""Oven"", ""Free parking on premises"", ""Air conditioning"", ""Dining table"", ""Baking sheet"", ""Hangers"", ""Cooking basics""]",432.0,4.94,5.0,5.0,5.0,5.0,5.0,4.94,"['Microwave', 'Extra pillows and blankets', 'Washer', 'Clothing storage', 'TV', 'Hot water', 'Kitchen', 'Blender', 'Stove', 'Bed linens', 'Beach access – Beachfront', 'Room-darkening shades', 'Toaster', 'Host greets you', 'Body soap', 'Fast wifi – 310 Mbps', 'Coffee maker', 'Dishes and silverware', 'Wine glasses', 'Refrigerator', 'Oven', 'Free parking on premises', 'Air conditioning', 'Dining table', 'Baking sheet', 'Hangers', 'Cooking basics']"
1273132487074881219,"Leblon Premium: Elegância, Praia e Cultura",80329631,True,Leblon,Entire rental unit,"[""Coffee maker: drip coffee maker"", ""Dedicated workspace"", ""Smart lock"", ""TV"", ""Body soap"", ""Dining table"", ""Other gas stove"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Wine glasses"", ""Baking sheet"", ""Blender"", ""Freezer"", ""Essentials"", ""Pets allowed"", ""Kitchen"", ""Hot water kettle"", ""Iron"", ""Single oven"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Toaster"", ""Microwave"", ""Free parking on premises"", ""Self check-in"", ""Air conditioning""]",586.0,5.0,5.0,5.0,4.86,5.0,5.0,5.0,"['Coffee maker: drip coffee maker', 'Dedicated workspace', 'Smart lock', 'TV', 'Body soap', 'Dining table', 'Other gas stove', 'Coffee', 'Hot water', 'Hair dryer', 'Wine glasses', 'Baking sheet', 'Blender', 'Freezer', 'Essentials', 'Pets allowed', 'Kitchen', 'Hot water kettle', 'Iron', 'Single oven', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Toaster', 'Microwave', 'Free parking on premises', 'Self check-in', 'Air conditioning']"
1273165075235853477,"Flat Leblon, 400m da praia",219674326,True,Leblon,Entire serviced apartment,"[""Mini fridge"", ""Dedicated workspace"", ""TV"", ""Body soap"", ""Bed linens"", ""Dining table"", ""Other gas stove"", ""Washer"", ""Laundromat nearby"", ""Coffee"", ""Hot water"", ""Wine glasses"", ""Baking sheet"", ""Blender"", ""Refrigerator"", ""Exterior security cameras on property"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Single oven"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Free street parking"", ""Clothing storage: wardrobe"", ""Microwave"", ""Extra pillows and blankets"", ""Air conditioning""]",232.0,4.89,4.89,5.0,5.0,4.78,5.0,4.78,"['Mini fridge', 'Dedicated workspace', 'TV', 'Body soap', 'Bed linens', 'Dining table', 'Other gas stove', 'Washer', 'Laundromat nearby', 'Coffee', 'Hot water', 'Wine glasses', 'Baking sheet', 'Blender', 'Refrigerator', 'Exterior security cameras on property', 'Freezer', 'Ceiling fan', 'Kitchen', 'Single oven', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Free street parking', 'Clothing storage: wardrobe', 'Microwave', 'Extra pillows and blankets', 'Air conditioning']"
1273254720423590781,Studio no coração do Leblon,652381699,True,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Oven"", ""TV"", ""Bed linens"", ""Clothing storage"", ""Dining table"", ""Washer"", ""Keypad"", ""Coffee"", ""Hair dryer"", ""Hangers"", ""First aid kit"", ""Coffee maker"", ""Wine glasses"", ""Room-darkening shades"", ""Baking sheet"", ""Blender"", ""Refrigerator"", ""Dishwasher"", ""Freezer"", ""Fire extinguisher"", ""Kitchen"", ""Iron"", ""Stove"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Microwave"", ""Self check-in"", ""Air conditioning""]",408.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,"['Dedicated workspace', 'Oven', 'TV', 'Bed linens', 'Clothing storage', 'Dining table', 'Washer', 'Keypad', 'Coffee', 'Hair dryer', 'Hangers', 'First aid kit', 'Coffee maker', 'Wine glasses', 'Room-darkening shades', 'Baking sheet', 'Blender', 'Refrigerator', 'Dishwasher', 'Freezer', 'Fire extinguisher', 'Kitchen', 'Iron', 'Stove', 'Wifi', 'Dishes and silverware', 'Cooking basics', 'Microwave', 'Self check-in', 'Air conditioning']"
1275472555967979687,Charmosa Cobertura no Leblon,658950813,False,Leblon,Entire rental unit,"[""Heating"", ""Outdoor dining area"", ""TV"", ""Hot water"", ""Hair dryer"", ""Kitchen"", ""Outdoor shower"", ""Body soap"", ""Sound system"", ""Shower gel"", ""Dining table"", ""Wine glasses"", ""Free parking on premises"", ""Outdoor furniture"", ""Bidet"", ""Washer"", ""Air conditioning"", ""Wifi""]",677.0,5.0,5.0,5.0,4.92,4.92,5.0,5.0,"['Heating', 'Outdoor dining area', 'TV', 'Hot water', 'Hair dryer', 'Kitchen', 'Outdoor shower', 'Body soap', 'Sound system', 'Shower gel', 'Dining table', 'Wine glasses', 'Free parking on premises', 'Outdoor furniture', 'Bidet', 'Washer', 'Air conditioning', 'Wifi']"
1275505801418445599,"Studio Leblon, 2 quadras praia",219674326,True,Leblon,Entire rental unit,"[""Wifi"", ""Kitchen"", ""Air conditioning"", ""TV""]",238.0,4.6,4.7,4.85,4.95,4.8,4.85,4.45,"['Wifi', 'Kitchen', 'Air conditioning', 'TV']"
1275536971521110841,Lindo apto no melhor do Leblon,33064201,False,Leblon,Entire rental unit,"[""Dedicated workspace"", ""Keypad"", ""TV"", ""Pets allowed"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Free parking on premises"", ""Washer"", ""Self check-in"", ""Air conditioning"", ""Wifi""]",929.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"['Dedicated workspace', 'Keypad', 'TV', 'Pets allowed', 'Fire extinguisher', 'Kitchen', 'First aid kit', 'Free parking on premises', 'Washer', 'Self check-in', 'Air conditioning', 'Wifi']"
1273964440017317575,Apto Novo com vista linda da praça e garagem,512654858,True,Leblon,Entire rental unit,"[""Exterior security cameras on property"", ""Dedicated workspace"", ""TV"", ""Kitchen"", ""First aid kit"", ""Free parking on premises"", ""Washer"", ""Air conditioning"", ""Wifi""]",969.0,5.0,5.0,5.0,5.0,5.0,5.0,4.71,"['Exterior security cameras on property', 'Dedicated workspace', 'TV', 'Kitchen', 'First aid kit', 'Free parking on premises', 'Washer', 'Air conditioning', 'Wifi']"
